untyCntrctNo,bsnsDivNm,dcsnCntrctNo,cntrctRefNo,cntrctNm,cmmnCntrctYn,lngtrmCtnuDivNm,cntrctCnclsDate,cntrctPrd,baseLawNm,totCntrctAmt,thtmCntrctAmt,grntymnyRate,cntrctInfoUrl,payDivNm,reqNo,ntceNo,cntrctInsttCd,cntrctInsttNm,cntrctInsttJrsdctnDivNm,cntrctInsttChrgDeptNm,cntrctInsttOfclNm,cntrctInsttOfclTelNo,cntrctInsttOfclFaxNo,dminsttList,corpList,cntrctDtlInfoUrl,crdtrNm,baseDtls,cntrctCnclsMthdNm,rgstDt,chgDt,dfrcmpnstRt,pubPrcrmntClsfcNo,pubPrcrmntClsfcNm,pubPrcrmntMidClsfcNm,pubPrcrmntLrgClsfcNm,cntrctDate,infoBizYn,_source_endpoint,_business_type,dminsttNm,cntrctAmt
R26TE14906369,물품,,R26TA0186132300,(소액수의)기관부속 예비품(유압실린더 등 5종) 구매(특수조건 필독),N,신규,,2026.05.15~2026.07.13,국가계약법 (제26조제1항5호가2목),0,16079000,10,http://www.g2b.go.kr,직불,R26DC00205190,R26BK01494436,1532883,해양경찰청 해양경찰정비창 해양경찰부산정비창,국가기관,기획운영과,신원규,051-419-2317,051-419-2318,[1^1532883^해양경찰청 해양경찰정비창 해양경찰부산정비창^국가기관^기획운영과^이재원^0514192239],[1^주계약업체^단독^에스마린^서유도^대한민국^100^에스마린^^5890101907],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01861323&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,해양경찰부산정비창,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 09:11:26,,0.075,,,,,2026-05-15,N,getCntrctInfoListThng,물품,해양경찰청 해양경찰정비창 해양경찰부산정비창,16079000
R26TE14906595,물품,,R25TA0089176202,"2026학년도 부산중앙여자고등학교 신입생 교복(동복,생활하복) 학교주관구매 입찰",N,신규,,,지방계약법 (제2조의2제1항1호),0,54940000,10,http://www.g2b.go.kr,직불,,R25BK01012839,7150108,부산광역시교육청 부산중앙여자고등학교,교육기관,행정실,김혜영,,,[1^7150108^부산광역시교육청 부산중앙여자고등학교^교육기관^행정실^김혜영^],[1^주계약업체^단독^스마트사직점^강윤호^대한민국^100^스마트사직점^^6071271482],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00891762&ctrtChgOrd=02&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산중앙여자고등학교장,"[판로지원법 시행령] 소기업,소상공인제한",제한경쟁,2026-05-14 09:19:00,,0.08,,,,,2026-05-14,N,getCntrctInfoListThng,물품,부산광역시교육청 부산중앙여자고등학교,54940000
R26TE14906670,물품,R26TA0185872300,R26TA0185872300, 1호선 신형전동차 냉난방장치용 온도센서 등 6종 구매,N,신규,2026-05-14,,지방계약법 (제25조제1항5호나목),0,9815000,5,http://www.g2b.go.kr,직불,,,B551542,부산교통공사,지방공기업,회계자산처,유다예,,,[1^B551542^부산교통공사^지방공기업^회계자산처^유다예^],[1^주계약업체^단독^원테크^김완숙^대한민국^100^원테크^^7641200112],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01858723&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산교통공사사장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 09:21:03,,0.08,,,,,2026-05-14,N,getCntrctInfoListThng,물품,부산교통공사,9815000
R26TE14906737,물품,,R26TA0186136400,2026년 천연잔디 관리제 구입,N,신규,,,지방계약법 (제25조제1항5호나목),0,6321000,5,http://www.g2b.go.kr,직불,,,6260133,부산광역시 체육시설관리사업소,지방자치단체,체육시설관리사업소 관리팀,정소윤,051-602-2203,,[1^6260133^부산광역시 체육시설관리사업소^지방자치단체^체육시설관리사업소 관리팀^정소윤^0516022203],[1^주계약업체^단독^풍전상사^전수용^대한민국^100^풍전상사^^3912001107],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01861364&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,체육시설관리사업소장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 09:22:57,,0.08,,,,,2026-05-19,N,getCntrctInfoListThng,물품,부산광역시 체육시설관리사업소,6321000
R26TE14906766,물품,R26TA0185453600,R26TA0185453600,2026년 소방공무원 피복(경량기동화) 구매,N,신규,2026-05-14,,지방계약법 (제25조제1항5호나목),0,7480000,5,http://www.g2b.go.kr,직불,,,6260233,부산광역시 금정소방서,지방자치단체,소방행정과 예산장비계,김용환,,,[1^6260233^부산광역시 금정소방서^지방자치단체^소방행정과 예산장비계^김용환^],[1^주계약업체^단독^한스산업 주식회사^한정희^대한민국^100^한스산업 주식회사^^6068172301],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01854536&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,금정소방서장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 09:24:01,,0.08,,,,,2026-05-14,N,getCntrctInfoListThng,물품,부산광역시 금정소방서,7480000
R26TE14906810,물품,R26TA0185487200,R26TA0185487200,2026년 소방공무원 피복(경량기동화) 구매,N,신규,2026-05-14,,지방계약법 (제25조제1항5호나목),0,5632000,5,http://www.g2b.go.kr,직불,,,6260233,부산광역시 금정소방서,지방자치단체,소방행정과 예산장비계,김용환,,,[1^6260233^부산광역시 금정소방서^지방자치단체^소방행정과 예산장비계^김용환^],[1^주계약업체^단독^주식회사 세몽나이스^이창구^대한민국^100^주식회사 세몽나이스^^1238140186],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01854872&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,금정소방서장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 09:25:09,,0.08,,,,,2026-05-14,N,getCntrctInfoListThng,물품,부산광역시 금정소방서,5632000
R26TE14906923,물품,R25TA0082416502,R25TA0082416502,"2026학년도 동수영중학교 교복(동복, 하복) 학교주관구매 계약",N,신규,2026-05-14,,지방계약법 (제2조의2제1항1호),0,55671500,10,http://www.g2b.go.kr,직불,,R25BK00959855,7210199,부산광역시해운대교육청 동수영중학교,기타기관,행정실,이승훈,***********,051-7581-9674,[1^7210199^부산광역시해운대교육청 동수영중학교^기타기관^행정실^이승훈^***********],[1^주계약업체^단독^쎈텐(ssen10)^임규섭^대한민국^100^쎈텐(ssen10)^^3372700705],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00824165&ctrtChgOrd=02&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,동수영중학교장,"[판로지원법 시행령] 소기업,소상공인제한",제한경쟁,2026-05-14 09:28:15,,0.08,,,,,2026-05-14,N,getCntrctInfoListThng,물품,부산광역시해운대교육청 동수영중학교,55671500
R26TE14906961,물품,R26TA0186046300,R26TA0186046300,노후 현수막지정게시대 교체·설치,N,신규,2026-05-13,,지방계약법 (제25조제1항5호바목),0,27536000,5,http://www.g2b.go.kr,직불,,,3260000,부산광역시 서구,지방자치단체,서구청 재무과,박혜령,051-240-4145,051-240-4149,[1^3260000^부산광역시 서구^지방자치단체^서구청 재무과^박혜령^0512404145],[1^주계약업체^단독^주식회사 남신테크^류혜진^대한민국^100^주식회사 남신테크^^5048144004],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01860463&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시 서구청장,"추정가격 2천만원 초과 1억원 이하 물품·용역(여성기업, 장애인기업, 사회적기업, 사회적협동조합, 자활기업, 마을기업 계약)",수의계약,2026-05-14 09:29:15,,0.08,,,,,2026-05-13,N,getCntrctInfoListThng,물품,부산광역시 서구,27536000
R26TE14906967,물품,,R26TA0186146300,남항동2가 절영로77번길3 누수수리공사외 40건 자재구입건의(스텐이음쇠A외 4종),N,신규,,20260514-20260613,지방계약법 (제25조제1항5호나목),0,11898000,10,http://www.g2b.go.kr,직불,,,6260107,부산광역시 상수도사업본부 영도사업소,지방자치단체,업무부서,박지현,051-669-5104,051-669-5109,[1^6260107^부산광역시 상수도사업본부 영도사업소^지방자치단체^업무부서^박지현^0516695104],[1^주계약업체^단독^현대특수강^이선동^대한민국^100^현대특수강^^6051629268],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01861463&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,상수도사업본부영도사업소,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 09:29:28,,0.05,,,,,2026-05-14,N,getCntrctInfoListThng,물품,부산광역시 상수도사업본부 영도사업소,11898000
R26TE14907092,물품,,R26TA0186132800,소방공무원 시범착용 피복 수의계약,N,신규,,,지방계약법 (제25조제1항5호나목),0,3960000,5,http://www.g2b.go.kr,직불,,,6260949,부산광역시 기장소방서,지방자치단체,소방행정과,이정완,051-760-5121,,[1^6260949^부산광역시 기장소방서^지방자치단체^소방행정과^이정완^0517605121],[1^주계약업체^단독^주식회사 세몽나이스^이창구^대한민국^100^주식회사 세몽나이스^^1238140186],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01861328&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,기장소방서장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 09:33:15,,0.08,,,,,2026-05-15,N,getCntrctInfoListThng,물품,부산광역시 기장소방서,3960000
R26TE14907223,물품,,R26TA0186153800,2026년 직원 작업복 구매,N,신규,,,지방계약법 (제25조제1항5호나목),0,7095000,5,http://www.g2b.go.kr,직불,,,Z019541,부산환경공단 정관사업소,지방공기업,관리팀,김형열,051-712-3511,051-712-3599,[1^Z019541^부산환경공단 정관사업소^지방공기업^관리팀^김형열^0517123511],[1^주계약업체^단독^사단법인 컴피장애인복지자립협회^정희정^대한민국^100^사단법인 컴피장애인복지자립협회^^6658200332],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01861538&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산환경공단 정관사업소장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 09:36:58,,0.08,,,,,2026-05-14,N,getCntrctInfoListThng,물품,부산환경공단 정관사업소,7095000
R26TE14907483,물품,,R26TA0186157300,다대동 윤공단로17번길29 우신아파트 밸브고장공사 등 자재 구입,N,신규,,30일,지방계약법 (제25조제1항5호나목),0,2020000,5,http://www.g2b.go.kr,직불,,,6260113,부산광역시 상수도사업본부 사하사업소,지방자치단체,업무부서,김성인,051-669-5404,,[1^6260113^부산광역시 상수도사업본부 사하사업소^지방자치단체^업무부서^김성인^0516695404],[1^주계약업체^단독^주식회사 제운^진기종^대한민국^100^주식회사 제운^^6068661167],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01861573&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시상수도사업본부사하사업소장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 09:43:37,,0.08,,,,,2026-05-14,N,getCntrctInfoListThng,물품,부산광역시 상수도사업본부 사하사업소,2020000
R26TE14907601,물품,R26TA0186146300,R26TA0186146300,남항동2가 절영로77번길3 누수수리공사외 40건 자재구입건의(스텐이음쇠A외 4종),N,신규,2026-05-14,20260514-20260613,지방계약법 (제25조제1항5호나목),0,11898000,10,http://www.g2b.go.kr,직불,,,6260107,부산광역시 상수도사업본부 영도사업소,지방자치단체,업무부서,박지현,051-669-5104,051-669-5109,[1^6260107^부산광역시 상수도사업본부 영도사업소^지방자치단체^업무부서^박지현^0516695104],[1^주계약업체^단독^현대특수강^이선동^대한민국^100^현대특수강^^6051629268],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01861463&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,상수도사업본부영도사업소,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 09:46:35,,0.05,,,,,2026-05-14,N,getCntrctInfoListThng,물품,부산광역시 상수도사업본부 영도사업소,11898000
R26TE14907899,물품,,R26TA0186163700,2026년 부산도서관 제2차 정기 비도서 구입,N,신규,,,지방계약법 (제25조제1항5호라목),0,46483000,5,http://www.g2b.go.kr,직불,,R26BK01499579,6261662,부산광역시 부산도서관,지방자치단체,부산도서관 관리팀,김슬기,,,[1^6261662^부산광역시 부산도서관^지방자치단체^부산도서관 관리팀^김슬기^],[1^주계약업체^단독^디라이브^문선욱^대한민국^100^디라이브^^5540702426],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01861637&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시부산도서관장,추정가격 2천만원 초과 1억원 이하 물품·용역(소기업 소상공인 계약),수의계약,2026-05-14 09:54:42,,0.08,,,,,2026-05-15,N,getCntrctInfoListThng,물품,부산광역시 부산도서관,46483000
R26TE14908193,물품,,R26TA0186182500,2026년 쓰레기 종량제봉투(사업장용) 구매,N,신규,,,지방계약법 (제25조제1항5호나목),0,18850000,5,http://www.g2b.go.kr,직불,,,3390000,부산광역시 사상구,지방자치단체,사상구청 재무과,박지현,051-310-4147,051-310-4149,[1^3390000^부산광역시 사상구^지방자치단체^사상구청 재무과^박지현^0513104147],[1^주계약업체^단독^(주)제일산업화학^정정자^대한민국^100^(주)제일산업화학^^6058123883],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01861825&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시 사상구청장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 10:02:15,,0.08,,,,,2026-05-15,N,getCntrctInfoListThng,물품,부산광역시 사상구,18850000
R26TE14908258,물품,R26TA0172273501,R26TA0172273501,2026년 품질시험팀 시험기기 교정,N,신규,2026-05-14,계약일로부터 50일,지방계약법 (제25조제1항5호나목),0,6367180,5,http://www.g2b.go.kr,직불,,,6260409,부산광역시 건설안전시험사업소,지방자치단체,관리팀,조윤정,,,[1^6260409^부산광역시 건설안전시험사업소^지방자치단체^관리팀^조윤정^],[1^주계약업체^단독^주식회사 케이시에스^김옥순^대한민국^100^주식회사 케이시에스^^6068190482],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01722735&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시 건설안전시험사업소장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 10:03:53,,0.13,,,,,2026-05-14,N,getCntrctInfoListThng,물품,부산광역시 건설안전시험사업소,6367180
R26TE14908263,물품,,R25TA0114340702,동구 하하센터 조성사업 기계설비공사 관급자재(냉난방기),N,신규,,2025.12.1.~2026.5.11.,지방계약법 (제25조제1항5호바목),0,36729470,5,http://www.g2b.go.kr,직불,,,3270000,부산광역시 동구,지방자치단체,재무과,성정아,051-440-4146,051-440-6464,[1^3270000^부산광역시 동구^지방자치단체^재무과^성정아^0514404146],[1^주계약업체^단독^신신이앤지(주)^고정자^대한민국^100^신신이앤지(주)^^6068185295],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA01143407&ctrtChgOrd=02&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시동구청장,"추정가격 2천만원 초과 1억원 이하 물품·용역(여성기업, 장애인기업, 사회적기업, 사회적협동조합, 자활기업, 마을기업 계약)",수의계약,2026-05-14 10:04:08,,0.08,,,,,2026-05-14,N,getCntrctInfoListThng,물품,부산광역시 동구,36729470
R26TE14908289,물품,R26TA0185827400,R26TA0185827400,2026년도 악취센서 교체 구매,N,신규,2026-05-14,,지방계약법 (제25조제1항5호나목),0,18810000,5,http://www.g2b.go.kr,직불,,,3400000,부산광역시 기장군,지방자치단체,재무과,박서령,,,[1^3400000^부산광역시 기장군^지방자치단체^재무과^박서령^],[1^주계약업체^단독^리유정보통신^류동호^대한민국^100^리유정보통신^^2191507727],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01858274&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,기장군수,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 10:04:51,,0.08,,,,,2026-05-14,N,getCntrctInfoListThng,물품,부산광역시 기장군,18810000
R26TE14908344,물품,R26TA0175768400,R26TA0175768400,교통사고 예방을 위한 이동식 무인과속단속장비 부스 구입,N,신규,2026-04-17,,지방계약법 (제25조제1항5호나목),0,5946050,5,http://www.g2b.go.kr,직불,,,3360000,부산광역시 강서구,지방자치단체,재무과,송혜미,051-970-4834,051-970-4149,[1^3360000^부산광역시 강서구^지방자치단체^재무과^송혜미^0519704834],[1^주계약업체^단독^한결 주식회사^이지영^대한민국^100^한결 주식회사^^4108606641],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01757684&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,강서구청장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 10:06:26,,0.08,,,,,2026-04-17,N,getCntrctInfoListThng,물품,부산광역시 강서구,5946050
R26TE14908573,물품,R25TA0085284902,R25TA0085284902,"부산서중학교 2026학년도 교복(동복, 생활복) 학교주관 구매 ",N,신규,2026-04-02,,지방계약법 (제2조의2제1항1호),0,27824000,5,http://www.g2b.go.kr,직불,,R25BK00980889,7180041,부산광역시남부교육청 부산서중학교,교육기관,행정실,강소영,051-440-3804,051-441-7085,[1^7180041^부산광역시남부교육청 부산서중학교^교육기관^행정실^강소영^0514403804],"[1^주계약업체^단독^아이비클럽 (대신,수정)^오임호^대한민국^100^아이비클럽 (대신,수정)^^6040242276]",https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00852849&ctrtChgOrd=02&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산서중학교장,"[판로지원법 시행령] 소기업,소상공인제한",제한경쟁,2026-05-14 10:12:12,,0.08,,,,,2026-04-02,N,getCntrctInfoListThng,물품,부산광역시남부교육청 부산서중학교,27824000
R26TE14908629,물품,R26TA0185154100,R26TA0185154100,선택적촉매환원장치 촉매 제작구입,N,신규,2026-05-13,계약일로부터~2026.12.11.,지방계약법 (제42조제1항),0,283235700,5,http://www.g2b.go.kr,직불,,R26BK01490214,ZI00238,부산환경공단 명지사업소,지방공기업,부산환경공단 명지사업소,이민경,051-790-3512,051-790-3560,[1^ZI00238^부산환경공단 명지사업소^지방공기업^부산환경공단 명지사업소^이민경^0517903512],[1^주계약업체^단독^주식회사 신명엔텍^박복성^대한민국^100^주식회사 신명엔텍^^4588700141],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01851541&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,명지사업소장,예정가격이하 최저가격순 계약이행능력 심사(적격심사),일반경쟁,2026-05-14 10:13:38,,0.08,,,,,2026-05-13,N,getCntrctInfoListThng,물품,부산환경공단 명지사업소,283235700
R26TE14909119,물품,R26TA0185892900,R26TA0185892900,오륜동 공영주차장 통과높이 제한시설물 구입,N,신규,2026-05-14,계약일~2026.6.12.,지방계약법 (제25조제1항5호나목),0,13578000,5,http://www.g2b.go.kr,직불,,,3350000,부산광역시 금정구,지방자치단체,재무과,박소정,051-519-4144,051-519-4149,[1^3350000^부산광역시 금정구^지방자치단체^재무과^박소정^0515194144],[1^주계약업체^단독^주식회사 남일^최상덕^대한민국^100^주식회사 남일^^6048137157],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01858929&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,금정구청장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 10:25:55,,0.08,,,,,2026-05-14,N,getCntrctInfoListThng,물품,부산광역시 금정구,13578000
R26TE14909427,물품,R26TA0185557200,R26TA0185557200,4호기 보일러 송풍기팬 수선작업,N,신규,2026-05-14,2026.5.14.~2026.6.18.,지방계약법 (제25조제1항5호나목),0,7799000,5,http://www.g2b.go.kr,직불,,,Z046538,부산환경공단 에너지사업소,지방공기업,운영지원팀,정나금,,,[1^Z046538^부산환경공단 에너지사업소^지방공기업^운영지원팀^정나금^],[1^주계약업체^단독^에스엠테크^송병곤^대한민국^100^에스엠테크^^6060342342],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01855572&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,서종록,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 10:34:20,,0.13,72101597,시설설비유지관리서비스,"시설물관리, 청소 등",시설물관리 및 청소서비스,2026-05-14,N,getCntrctInfoListThng,물품,부산환경공단 에너지사업소,7799000
R26TE14909765,물품,,R26TA0185955500,낙동아트센터 IP 기반 오디오 통합 레코딩 장비 구매설치,N,신규,,30일,지방계약법 (제20조제1항3호),0,664760000,5,http://www.g2b.go.kr,직불,,R26BK01461928,3360202,부산광역시 강서구 낙동아트센터,지방자치단체,,박지현,051-970-2702,051-970-2709,[1^3360202^부산광역시 강서구 낙동아트센터^지방자치단체^^박지현^0519702702],[1^주계약업체^단독^주식회사 지노프로^신진호^대한민국^100^주식회사 지노프로^^5958600782],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01859555&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,낙동아트센터관장,"특수한설비,기술의보유및 실적(물품제조)",제한경쟁,2026-05-14 10:42:50,,0.08,,,,,2026-05-20,N,getCntrctInfoListThng,물품,부산광역시 강서구 낙동아트센터,664760000
R26TE14910064,물품,,R26TA0186248200,참그린길 전기계량기 등 수리,N,신규,,,지방계약법 (제25조제1항5호나목),0,888000,5,http://www.g2b.go.kr,직불,,,3370000,부산광역시 연제구,지방자치단체,재무과,양수현,051-665-4144,051-665-4149,[1^3370000^부산광역시 연제구^지방자치단체^재무과^양수현^0516654144],[1^주계약업체^단독^광진전력^이찬형^대한민국^100^광진전력^^6071545646],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01862482&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,연제구청장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 10:50:29,,0.08,,,,,2026-05-15,N,getCntrctInfoListThng,물품,부산광역시 연제구,888000
R26TE14910111,물품,,R26TA0186248800,동대신3동 보수대로236번길 19 누수수리공사 외 재고자재 구입-감압밸브 등 13종,N,신규,,,지방계약법 (제25조제1항5호나목),0,18475630,10,http://www.g2b.go.kr,직불,,,6260105,부산광역시 상수도사업본부 서부사업소,지방자치단체,업무부서,변경록,051-669-5054,,[1^6260105^부산광역시 상수도사업본부 서부사업소^지방자치단체^업무부서^변경록^0516695054],[1^주계약업체^단독^한신종합엠텍^김진엽^대한민국^100^한신종합엠텍^^6062896273],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01862488&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시상수도사업본부서부사업소장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 10:51:36,,0.08,,,,,2026-05-14,N,getCntrctInfoListThng,물품,부산광역시 상수도사업본부 서부사업소,18475630
R26TE14910156,물품,R25TA0114340702,R25TA0114340702,동구 하하센터 조성사업 기계설비공사 관급자재(냉난방기),N,신규,2026-05-14,2025.12.1.~2026.5.11.,지방계약법 (제25조제1항5호바목),0,36729470,5,http://www.g2b.go.kr,직불,,,3270000,부산광역시 동구,지방자치단체,재무과,성정아,051-440-4146,051-440-6464,[1^3270000^부산광역시 동구^지방자치단체^재무과^성정아^0514404146],[1^주계약업체^단독^신신이앤지(주)^고정자^대한민국^100^신신이앤지(주)^^6068185295],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA01143407&ctrtChgOrd=02&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시동구청장,"추정가격 2천만원 초과 1억원 이하 물품·용역(여성기업, 장애인기업, 사회적기업, 사회적협동조합, 자활기업, 마을기업 계약)",수의계약,2026-05-14 10:52:44,,0.08,,,,,2026-05-14,N,getCntrctInfoListThng,물품,부산광역시 동구,36729470
R26TE14910172,물품,,R26TA0186252100,대저1동 서연정공원 주변 노후관 개량공사 자재(PFP이음관 외 4종),N,신규,,,지방계약법 (제25조제1항5호나목),0,11148440,5,http://www.g2b.go.kr,직불,,,6260115,부산광역시 상수도사업본부 강서사업소,지방자치단체,업무부서,정성오,,,[1^6260115^부산광역시 상수도사업본부 강서사업소^지방자치단체^업무부서^정성오^],[1^주계약업체^단독^(주)동광파이프^김혜민^대한민국^100^(주)동광파이프^^6038133269],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01862521&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산시 상수도본부 강서사업소장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 10:53:09,,0.08,,,,,2026-05-14,N,getCntrctInfoListThng,물품,부산광역시 상수도사업본부 강서사업소,11148440
R26TE14910439,물품,,R26TA0186260500,사설항로표지시설 등명기 수리,N,신규,,계약일로부터 30일,지방계약법 (제25조제1항5호나목),0,3600000,5,http://www.g2b.go.kr,직불,,,6260409,부산광역시 건설안전시험사업소,지방자치단체,관리팀,조윤정,,,[1^6260409^부산광역시 건설안전시험사업소^지방자치단체^관리팀^조윤정^],[1^주계약업체^단독^주식회사 젠^제용근^대한민국^100^주식회사 젠^^6068656645],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01862605&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시 건설안전시험사업소장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-05-14 10:59:04,,0.13,,,,,2026-05-14,N,getCntrctInfoListThng,물품,부산광역시 건설안전시험사업소,3600000
R26TE14910506,물품,R25TA0101263302,R25TA0101263302,"에코델타 첨단지식산업센터 건립, 흡수식냉동기",N,신규,2026-03-19,,지방계약법 (제20조제1항6호),0,228679000,5,http://www.g2b.go.kr,직불,,R25BK01085400,6260000,부산광역시,지방자치단체,회계재산담당관,김주홍,051-888-2244,,[1^6260000^부산광역시^지방자치단체^회계재산담당관^김주홍^0518882244],[1^주계약업체^단독^동부산엘리텍(주)^정태영^대한민국^100^동부산엘리텍(주)^^6058150075],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA01012633&ctrtChgOrd=02&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시장,행정안전부령 금액 미만 본점소재지,제한경쟁,2026-05-14 11:00:39,,0.08,,,,,2026-03-19,N,getCntrctInfoListThng,물품,부산광역시,228679000
